NPI,State,Login Time,Logout Time,Usage Time (mins),Count of Survey Attempts,Active Duration,Speciality_General Practice,Speciality_Neurology,Speciality_Oncology,Speciality_Orthopedics,Speciality_Pediatrics,Speciality_Radiology,Region_Northeast,Region_South,Region_West
1000000460,MI,2025-03-08 06:14:00,2025-03-08 08:11:00,117,1,117.0,False,False,False,True,False,False,False,False,False
1000000461,MI,2025-03-08 09:50:00,2025-03-08 11:06:00,76,1,76.0,False,False,False,True,False,False,False,False,False
1000000462,PA,2025-03-08 08:28:00,2025-03-08 10:17:00,109,0,109.0,False,False,False,False,True,False,True,False,False
1000000463,TX,2025-03-08 15:43:00,2025-03-08 17:22:00,99,5,99.0,True,False,False,False,False,False,False,False,False
1000000464,IL,2025-03-08 13:29:00,2025-03-08 15:19:00,110,8,110.0,False,False,False,False,True,False,False,True,False
1000000465,GA,2025-03-08 16:25:00,2025-03-08 18:02:00,97,2,97.0,False,True,False,False,False,False,False,True,False
1000000466,TX,2025-03-08 13:06:00,2025-03-08 14:41:00,95,10,95.0,False,False,False,False,False,True,False,False,True
1000000467,OH,2025-03-08 10:39:00,2025-03-08 12:29:00,110,5,110.0,False,False,False,False,True,False,True,False,False
1000000468,CA,2025-03-08 09:36:00,2025-03-08 11:04:00,88,9,88.0,False,False,False,False,True,False,False,False,True
1000000469,IL,2025-03-08 10:49:00,2025-03-08 12:42:00,113,0,113.0,False,False,False,False,True,False,True,False,False
1000000470,NC,2025-03-08 06:11:00,2025-03-08 07:58:00,107,5,107.0,False,False,False,False,False,False,False,False,False
1000000471,PA,2025-03-08 16:22:00,2025-03-08 18:13:00,111,6,111.0,False,False,True,False,False,False,False,False,False
1000000472,CA,2025-03-08 20:03:00,2025-03-08 20:48:00,45,10,45.0,True,False,False,False,False,False,False,True,False
1000000473,OH,2025-03-08 08:03:00,2025-03-08 09:37:00,94,3,94.0,False,True,False,False,False,False,False,False,False
1000000474,FL,2025-03-08 06:12:00,2025-03-08 06:47:00,35,7,35.0,False,False,True,False,False,False,True,False,False
1000000475,FL,2025-03-08 18:38:00,2025-03-08 20:31:00,113,8,113.0,False,False,False,False,True,False,False,False,False
1000000476,IL,2025-03-08 10:58:00,2025-03-08 12:21:00,83,8,83.0,True,False,False,False,False,False,False,False,False
1000000477,NY,2025-03-08 06:44:00,2025-03-08 08:39:00,115,5,115.0,False,False,True,False,False,False,False,False,False
1000000478,FL,2025-03-08 17:03:00,2025-03-08 18:55:00,112,10,112.0,False,False,False,True,False,False,True,False,False
1000000479,NC,2025-03-08 11:39:00,2025-03-08 11:48:00,9,0,9.0,False,True,False,False,False,False,False,False,True
1000000480,GA,2025-03-08 11:09:00,2025-03-08 12:35:00,86,10,86.0,True,False,False,False,False,False,False,False,True
1000000481,MI,2025-03-08 08:32:00,2025-03-08 09:10:00,38,8,38.0,False,False,False,True,False,False,True,False,False
1000000482,IL,2025-03-08 13:47:00,2025-03-08 14:43:00,56,2,56.0,False,False,False,False,False,False,False,True,False
1000000483,PA,2025-03-08 13:40:00,2025-03-08 14:08:00,28,5,28.0,False,False,False,False,True,False,False,False,False
1000000484,NY,2025-03-08 15:48:00,2025-03-08 16:41:00,53,6,53.0,False,False,False,False,False,True,False,True,False
1000000485,GA,2025-03-08 17:28:00,2025-03-08 17:33:00,5,9,5.0,False,False,False,False,False,False,True,False,False
1000000486,NY,2025-03-08 10:32:00,2025-03-08 10:54:00,22,7,22.0,False,False,False,False,False,False,False,False,True
1000000487,IL,2025-03-08 07:53:00,2025-03-08 09:47:00,114,4,114.0,True,False,False,False,False,False,True,False,False
1000000488,IL,2025-03-08 11:09:00,2025-03-08 11:22:00,13,2,13.0,False,False,False,False,True,False,True,False,False
1000000489,OH,2025-03-08 14:14:00,2025-03-08 14:51:00,37,6,37.0,False,True,False,False,False,False,False,True,False
1000000490,FL,2025-03-08 12:30:00,2025-03-08 12:49:00,19,1,19.0,False,False,True,False,False,False,False,False,True
1000000491,IL,2025-03-08 15:33:00,2025-03-08 15:44:00,11,1,11.0,True,False,False,False,False,False,False,True,False
1000000492,PA,2025-03-08 18:56:00,2025-03-08 20:32:00,96,8,96.0,False,False,False,False,False,False,False,False,True
1000000493,PA,2025-03-08 13:56:00,2025-03-08 14:01:00,5,2,5.0,False,False,False,True,False,False,True,False,False
1000000494,NC,2025-03-08 14:52:00,2025-03-08 16:49:00,117,3,117.0,False,True,False,False,False,False,False,False,True
1000000495,IL,2025-03-08 13:28:00,2025-03-08 14:30:00,62,6,62.0,True,False,False,False,False,False,False,True,False
1000000496,CA,2025-03-08 11:35:00,2025-03-08 11:50:00,15,7,15.0,False,True,False,False,False,False,True,False,False
1000000497,TX,2025-03-08 08:00:00,2025-03-08 08:22:00,22,3,22.0,True,False,False,False,False,False,False,False,False
1000000498,IL,2025-03-08 19:16:00,2025-03-08 20:42:00,86,2,86.0,False,False,False,False,False,True,False,False,True
1000000499,TX,2025-03-08 20:41:00,2025-03-08 21:19:00,38,10,38.0,True,False,False,False,False,False,False,False,True
1000000500,IL,2025-03-08 19:21:00,2025-03-08 20:25:00,64,9,64.0,False,False,False,False,False,False,False,True,False
1000000501,NY,2025-03-08 20:05:00,2025-03-08 22:00:00,115,2,115.0,False,False,False,False,True,False,False,False,False
1000000502,NC,2025-03-08 15:10:00,2025-03-08 16:35:00,85,10,85.0,False,False,False,False,False,True,False,True,False
1000000503,GA,2025-03-08 06:10:00,2025-03-08 06:22:00,12,6,12.0,False,False,True,False,False,False,True,False,False
1000000504,IL,2025-03-08 12:41:00,2025-03-08 13:08:00,27,5,27.0,False,False,False,False,False,True,True,False,False
1000000505,CA,2025-03-08 19:34:00,2025-03-08 21:07:00,93,3,93.0,False,False,False,False,False,False,True,False,False
1000000506,NY,2025-03-08 06:02:00,2025-03-08 07:36:00,94,5,94.0,False,False,False,False,True,False,False,False,True
1000000507,PA,2025-03-08 19:10:00,2025-03-08 20:16:00,66,2,66.0,False,False,False,False,False,True,False,False,True
1000000508,MI,2025-03-08 19:59:00,2025-03-08 20:45:00,46,8,46.0,True,False,False,False,False,False,True,False,False
1000000509,CA,2025-03-08 11:07:00,2025-03-08 12:14:00,67,4,67.0,False,False,False,False,True,False,False,True,False
1000000510,IL,2025-03-08 09:14:00,2025-03-08 10:34:00,80,7,80.0,False,False,False,False,False,False,False,True,False
1000000511,TX,2025-03-08 20:50:00,2025-03-08 21:45:00,55,3,55.0,False,False,True,False,False,False,False,True,False
1000000512,GA,2025-03-08 09:53:00,2025-03-08 10:15:00,22,3,22.0,False,False,True,False,False,False,False,True,False
1000000513,FL,2025-03-08 14:28:00,2025-03-08 14:57:00,29,0,29.0,False,True,False,False,False,False,True,False,False
1000000514,CA,2025-03-08 18:44:00,2025-03-08 19:02:00,18,7,18.0,False,True,False,False,False,False,False,True,False
1000000515,GA,2025-03-08 09:59:00,2025-03-08 11:37:00,98,2,98.0,False,True,False,False,False,False,False,True,False
1000000516,NY,2025-03-08 18:53:00,2025-03-08 19:06:00,13,5,13.0,False,False,True,False,False,False,True,False,False
1000000517,GA,2025-03-08 12:20:00,2025-03-08 12:40:00,20,10,20.0,False,False,False,False,False,True,False,False,True
1000000518,FL,2025-03-08 20:52:00,2025-03-08 21:16:00,24,3,24.0,False,True,False,False,False,False,True,False,False
1000000519,IL,2025-03-08 11:34:00,2025-03-08 13:26:00,112,0,112.0,True,False,False,False,False,False,True,False,False
1000000520,CA,2025-03-08 15:07:00,2025-03-08 15:17:00,10,2,10.0,False,False,False,False,True,False,False,False,True
1000000521,TX,2025-03-08 09:32:00,2025-03-08 11:00:00,88,1,88.0,True,False,False,False,False,False,False,True,False
1000000522,GA,2025-03-08 10:30:00,2025-03-08 12:20:00,110,5,110.0,True,False,False,False,False,False,True,False,False
1000000523,TX,2025-03-08 10:45:00,2025-03-08 12:26:00,101,7,101.0,False,False,False,True,False,False,False,False,True
1000000524,IL,2025-03-08 20:16:00,2025-03-08 22:08:00,112,2,112.0,False,False,True,False,False,False,False,True,False
1000000525,FL,2025-03-08 16:37:00,2025-03-08 17:31:00,54,7,54.0,False,False,False,False,False,False,False,True,False
1000000526,MI,2025-03-08 17:57:00,2025-03-08 19:06:00,69,5,69.0,False,False,False,True,False,False,False,True,False
1000000527,IL,2025-03-08 07:04:00,2025-03-08 07:41:00,37,3,37.0,False,True,False,False,False,False,False,True,False
1000000528,MI,2025-03-08 16:04:00,2025-03-08 16:52:00,48,8,48.0,False,False,False,False,True,False,False,False,True
1000000529,NC,2025-03-08 18:35:00,2025-03-08 20:14:00,99,4,99.0,False,False,False,False,False,True,True,False,False
1000000530,GA,2025-03-08 11:50:00,2025-03-08 13:15:00,85,2,85.0,False,False,False,True,False,False,False,False,True
1000000531,GA,2025-03-08 06:41:00,2025-03-08 07:39:00,58,5,58.0,True,False,False,False,False,False,False,False,True
1000000532,NC,2025-03-08 15:30:00,2025-03-08 17:30:00,120,8,120.0,True,False,False,False,False,False,False,False,False
1000000533,IL,2025-03-08 11:41:00,2025-03-08 13:10:00,89,0,89.0,False,False,False,True,False,False,False,False,True
1000000534,MI,2025-03-08 14:14:00,2025-03-08 15:35:00,81,6,81.0,False,False,False,False,True,False,False,True,False
1000000535,MI,2025-03-08 12:37:00,2025-03-08 14:32:00,115,5,115.0,True,False,False,False,False,False,False,False,True
1000000536,NY,2025-03-08 15:09:00,2025-03-08 16:41:00,92,4,92.0,False,False,False,False,False,False,True,False,False
1000000537,CA,2025-03-08 16:11:00,2025-03-08 17:44:00,93,8,93.0,True,False,False,False,False,False,False,False,True
1000000538,OH,2025-03-08 11:43:00,2025-03-08 11:58:00,15,4,15.0,False,False,False,False,False,True,False,False,False
1000000539,CA,2025-03-08 09:02:00,2025-03-08 09:25:00,23,7,23.0,False,False,False,False,False,True,False,False,True
1000000540,TX,2025-03-08 18:05:00,2025-03-08 19:54:00,109,0,109.0,False,False,True,False,False,False,True,False,False
1000000541,MI,2025-03-08 12:58:00,2025-03-08 14:53:00,115,4,115.0,False,True,False,False,False,False,True,False,False
1000000542,OH,2025-03-08 12:47:00,2025-03-08 14:28:00,101,4,101.0,False,True,False,False,False,False,False,False,True
1000000543,IL,2025-03-08 17:37:00,2025-03-08 18:07:00,30,6,30.0,False,True,False,False,False,False,True,False,False
1000000544,NC,2025-03-08 19:56:00,2025-03-08 21:10:00,74,1,74.0,False,False,True,False,False,False,False,False,False
1000000545,NY,2025-03-08 13:35:00,2025-03-08 15:02:00,87,1,87.0,False,False,False,False,False,False,False,False,True
1000000546,OH,2025-03-08 11:12:00,2025-03-08 12:20:00,68,10,68.0,False,False,False,False,False,False,False,False,True
1000000547,MI,2025-03-08 18:00:00,2025-03-08 18:26:00,26,0,26.0,False,False,False,False,False,False,False,True,False
1000000548,TX,2025-03-08 20:19:00,2025-03-08 22:01:00,102,8,102.0,False,False,False,False,True,False,False,False,True
1000000549,NY,2025-03-08 12:07:00,2025-03-08 13:21:00,74,3,74.0,False,False,False,True,False,False,False,False,False
1000000550,GA,2025-03-08 09:43:00,2025-03-08 10:14:00,31,2,31.0,False,False,False,True,False,False,False,False,False
1000000551,GA,2025-03-08 20:10:00,2025-03-08 20:34:00,24,2,24.0,False,False,False,False,True,False,False,False,True
1000000552,MI,2025-03-08 20:50:00,2025-03-08 22:08:00,78,10,78.0,False,False,False,False,True,False,True,False,False
1000000553,IL,2025-03-08 19:05:00,2025-03-08 20:06:00,61,2,61.0,False,False,False,True,False,False,False,True,False
1000000554,FL,2025-03-08 16:47:00,2025-03-08 18:07:00,80,1,80.0,False,False,False,False,True,False,False,False,True
1000000555,CA,2025-03-08 06:05:00,2025-03-08 07:50:00,105,3,105.0,False,False,False,True,False,False,False,False,True
1000000556,FL,2025-03-08 15:48:00,2025-03-08 17:09:00,81,1,81.0,False,False,False,False,False,False,False,False,True
1000000557,GA,2025-03-08 08:03:00,2025-03-08 08:37:00,34,1,34.0,False,False,True,False,False,False,False,False,False
1000000558,NY,2025-03-08 20:05:00,2025-03-08 20:30:00,25,9,25.0,False,False,False,False,True,False,False,True,False
1000000559,CA,2025-03-08 06:47:00,2025-03-08 08:37:00,110,9,110.0,False,False,True,False,False,False,False,False,True
1000000560,MI,2025-03-08 17:18:00,2025-03-08 19:15:00,117,2,117.0,False,False,False,False,False,True,False,False,True
1000000561,OH,2025-03-08 15:44:00,2025-03-08 17:10:00,86,5,86.0,False,False,False,False,False,False,True,False,False
1000000562,CA,2025-03-08 19:32:00,2025-03-08 20:48:00,76,2,76.0,False,False,False,True,False,False,True,False,False
1000000563,TX,2025-03-08 06:27:00,2025-03-08 07:47:00,80,0,80.0,True,False,False,False,False,False,False,False,True
1000000564,FL,2025-03-08 10:08:00,2025-03-08 11:36:00,88,6,88.0,False,False,False,False,True,False,True,False,False
1000000565,NY,2025-03-08 10:44:00,2025-03-08 11:31:00,47,1,47.0,False,True,False,False,False,False,False,False,False
1000000566,CA,2025-03-08 20:01:00,2025-03-08 20:59:00,58,8,58.0,True,False,False,False,False,False,False,False,False
1000000567,CA,2025-03-08 11:34:00,2025-03-08 12:00:00,26,4,26.0,False,True,False,False,False,False,False,False,True
1000000568,NC,2025-03-08 12:23:00,2025-03-08 12:44:00,21,3,21.0,False,False,False,True,False,False,False,False,True
1000000569,PA,2025-03-08 19:17:00,2025-03-08 19:54:00,37,7,37.0,False,False,False,False,False,False,False,True,False
1000000570,OH,2025-03-08 14:56:00,2025-03-08 16:19:00,83,1,83.0,True,False,False,False,False,False,False,False,True
1000000571,OH,2025-03-08 20:58:00,2025-03-08 21:07:00,9,1,9.0,False,True,False,False,False,False,True,False,False
1000000572,OH,2025-03-08 09:11:00,2025-03-08 09:42:00,31,7,31.0,False,False,False,True,False,False,False,False,True
1000000573,PA,2025-03-08 09:33:00,2025-03-08 10:02:00,29,3,29.0,True,False,False,False,False,False,False,True,False
1000000574,OH,2025-03-08 06:25:00,2025-03-08 07:11:00,46,8,46.0,True,False,False,False,False,False,False,False,True
1000000575,MI,2025-03-08 14:24:00,2025-03-08 14:42:00,18,2,18.0,False,True,False,False,False,False,False,False,True
1000000576,NC,2025-03-08 18:44:00,2025-03-08 19:53:00,69,2,69.0,False,False,True,False,False,False,False,True,False
1000000577,PA,2025-03-08 11:53:00,2025-03-08 12:08:00,15,10,15.0,False,False,True,False,False,False,True,False,False
1000000578,NY,2025-03-08 10:39:00,2025-03-08 10:56:00,17,2,17.0,False,False,False,False,False,False,True,False,False
1000000579,IL,2025-03-08 08:42:00,2025-03-08 10:05:00,83,8,83.0,False,False,False,True,False,False,False,False,True
1000000580,NY,2025-03-08 06:12:00,2025-03-08 07:20:00,68,8,68.0,False,False,False,False,False,True,False,True,False
1000000581,TX,2025-03-08 13:51:00,2025-03-08 15:33:00,102,10,102.0,True,False,False,False,False,False,False,False,False
1000000582,TX,2025-03-08 12:52:00,2025-03-08 13:39:00,47,2,47.0,False,False,False,False,False,True,False,False,False
1000000583,TX,2025-03-08 07:30:00,2025-03-08 08:30:00,60,3,60.0,False,False,False,True,False,False,False,False,False
1000000584,NY,2025-03-08 18:10:00,2025-03-08 19:43:00,93,1,93.0,False,False,False,True,False,False,False,False,True
1000000585,TX,2025-03-08 13:08:00,2025-03-08 14:17:00,69,1,69.0,False,False,False,True,False,False,True,False,False
1000000586,CA,2025-03-08 15:20:00,2025-03-08 15:37:00,17,3,17.0,False,False,False,False,False,False,False,True,False
1000000587,FL,2025-03-08 19:54:00,2025-03-08 20:17:00,23,0,23.0,False,False,True,False,False,False,False,False,False
1000000588,FL,2025-03-08 19:18:00,2025-03-08 20:30:00,72,10,72.0,False,True,False,False,False,False,False,True,False
1000000589,NY,2025-03-08 11:00:00,2025-03-08 11:12:00,12,6,12.0,False,False,False,False,True,False,True,False,False
1000000590,MI,2025-03-08 11:01:00,2025-03-08 12:12:00,71,0,71.0,False,False,False,False,False,True,False,False,True
1000000591,PA,2025-03-08 19:53:00,2025-03-08 21:20:00,87,2,87.0,False,False,False,False,False,False,False,False,True
1000000592,GA,2025-03-08 18:56:00,2025-03-08 20:56:00,120,7,120.0,True,False,False,False,False,False,True,False,False
1000000593,MI,2025-03-08 14:29:00,2025-03-08 15:59:00,90,3,90.0,False,False,False,False,False,False,True,False,False
1000000594,NY,2025-03-08 13:01:00,2025-03-08 14:04:00,63,4,63.0,False,False,True,False,False,False,True,False,False
1000000595,MI,2025-03-08 14:03:00,2025-03-08 15:30:00,87,2,87.0,False,True,False,False,False,False,True,False,False
1000000596,PA,2025-03-08 14:23:00,2025-03-08 15:26:00,63,9,63.0,False,False,False,True,False,False,True,False,False
1000000597,PA,2025-03-08 08:19:00,2025-03-08 10:00:00,101,7,101.0,False,False,True,False,False,False,False,True,False
1000000598,FL,2025-03-08 07:00:00,2025-03-08 08:07:00,67,8,67.0,False,False,False,True,False,False,False,False,False
1000000599,MI,2025-03-08 06:28:00,2025-03-08 07:13:00,45,4,45.0,False,False,False,False,False,True,False,True,False
1000000600,NC,2025-03-08 15:15:00,2025-03-08 16:20:00,65,4,65.0,False,False,False,True,False,False,False,False,True
1000000601,NC,2025-03-08 13:18:00,2025-03-08 14:22:00,64,1,64.0,False,False,False,False,True,False,False,False,False
1000000602,OH,2025-03-08 20:15:00,2025-03-08 20:41:00,26,0,26.0,False,True,False,False,False,False,True,False,False
1000000603,OH,2025-03-08 08:37:00,2025-03-08 09:36:00,59,9,59.0,False,False,False,False,True,False,False,False,False
1000000604,FL,2025-03-08 11:06:00,2025-03-08 11:49:00,43,9,43.0,False,False,True,False,False,False,False,True,False
1000000605,IL,2025-03-08 12:46:00,2025-03-08 14:43:00,117,2,117.0,False,False,False,False,False,False,True,False,False
1000000606,CA,2025-03-08 20:00:00,2025-03-08 20:34:00,34,2,34.0,False,False,False,False,False,True,False,False,True
1000000607,IL,2025-03-08 10:23:00,2025-03-08 11:30:00,67,6,67.0,False,False,False,False,False,False,False,False,True
1000000608,CA,2025-03-08 14:56:00,2025-03-08 15:13:00,17,6,17.0,True,False,False,False,False,False,False,False,False
1000000609,IL,2025-03-08 18:21:00,2025-03-08 18:37:00,16,3,16.0,False,True,False,False,False,False,False,True,False
1000000610,NY,2025-03-08 12:12:00,2025-03-08 12:39:00,27,6,27.0,False,False,False,True,False,False,True,False,False
1000000611,IL,2025-03-08 09:54:00,2025-03-08 11:01:00,67,3,67.0,False,False,True,False,False,False,True,False,False
1000000612,NY,2025-03-08 11:17:00,2025-03-08 12:37:00,80,5,80.0,False,False,False,False,True,False,True,False,False
1000000613,NY,2025-03-08 17:43:00,2025-03-08 19:09:00,86,6,86.0,False,False,False,True,False,False,False,False,False
1000000614,GA,2025-03-08 09:38:00,2025-03-08 10:25:00,47,8,47.0,False,False,False,False,False,True,True,False,False
1000000615,PA,2025-03-08 13:56:00,2025-03-08 14:24:00,28,4,28.0,False,False,True,False,False,False,False,False,False
1000000616,PA,2025-03-08 19:37:00,2025-03-08 19:42:00,5,0,5.0,False,False,True,False,False,False,True,False,False
1000000617,GA,2025-03-08 06:25:00,2025-03-08 06:34:00,9,8,9.0,False,False,False,False,False,True,True,False,False
1000000618,MI,2025-03-08 07:32:00,2025-03-08 07:47:00,15,4,15.0,False,False,False,True,False,False,True,False,False
1000000619,FL,2025-03-08 19:24:00,2025-03-08 19:55:00,31,10,31.0,False,False,True,False,False,False,True,False,False
1000000620,TX,2025-03-08 16:58:00,2025-03-08 18:29:00,91,0,91.0,False,False,False,False,False,True,True,False,False
1000000621,OH,2025-03-08 14:13:00,2025-03-08 14:56:00,43,0,43.0,False,False,True,False,False,False,False,True,False
1000000622,PA,2025-03-08 14:04:00,2025-03-08 15:00:00,56,6,56.0,False,False,False,False,False,False,True,False,False
1000000623,MI,2025-03-08 14:54:00,2025-03-08 15:43:00,49,5,49.0,False,False,True,False,False,False,False,False,True
1000000624,OH,2025-03-08 11:06:00,2025-03-08 11:34:00,28,2,28.0,False,False,False,False,False,False,True,False,False
1000000625,TX,2025-03-08 12:13:00,2025-03-08 13:27:00,74,4,74.0,False,False,False,False,True,False,False,True,False
1000000626,NC,2025-03-08 16:46:00,2025-03-08 18:30:00,104,8,104.0,False,False,False,False,False,False,False,False,False
1000000627,PA,2025-03-08 19:04:00,2025-03-08 20:34:00,90,7,90.0,False,False,False,False,False,True,False,False,False
1000000628,NC,2025-03-08 11:31:00,2025-03-08 13:05:00,94,2,94.0,False,False,False,False,False,True,False,False,False
1000000629,TX,2025-03-08 08:21:00,2025-03-08 10:11:00,110,8,110.0,False,False,False,False,True,False,False,False,True
1000000630,GA,2025-03-08 10:47:00,2025-03-08 12:31:00,104,3,104.0,False,True,False,False,False,False,False,False,True
1000000631,OH,2025-03-08 13:29:00,2025-03-08 13:39:00,10,3,10.0,True,False,False,False,False,False,False,False,True
1000000632,FL,2025-03-08 12:37:00,2025-03-08 13:51:00,74,9,74.0,False,False,True,False,False,False,False,True,False
1000000633,TX,2025-03-08 06:22:00,2025-03-08 06:33:00,11,5,11.0,False,False,False,False,False,False,False,False,True
1000000634,IL,2025-03-08 19:35:00,2025-03-08 21:04:00,89,5,89.0,True,False,False,False,False,False,False,False,False
1000000635,CA,2025-03-08 10:27:00,2025-03-08 11:30:00,63,6,63.0,False,True,False,False,False,False,False,False,False
1000000636,IL,2025-03-08 07:39:00,2025-03-08 09:18:00,99,9,99.0,False,False,False,False,False,False,True,False,False
1000000637,CA,2025-03-08 08:05:00,2025-03-08 08:34:00,29,5,29.0,False,False,False,False,False,True,True,False,False
1000000638,NY,2025-03-08 07:16:00,2025-03-08 08:18:00,62,6,62.0,False,False,False,False,False,True,False,False,False
1000000639,PA,2025-03-08 12:58:00,2025-03-08 14:34:00,96,10,96.0,False,False,False,False,True,False,False,False,True
1000000640,NC,2025-03-08 13:32:00,2025-03-08 14:21:00,49,5,49.0,False,False,False,False,False,True,False,False,True
1000000641,FL,2025-03-08 06:47:00,2025-03-08 07:24:00,37,8,37.0,False,False,False,False,False,False,False,True,False
1000000642,GA,2025-03-08 07:41:00,2025-03-08 07:57:00,16,1,16.0,False,False,False,False,False,False,False,True,False
1000000643,CA,2025-03-08 20:26:00,2025-03-08 22:18:00,112,0,112.0,False,False,False,False,True,False,False,True,False
1000000644,OH,2025-03-08 19:16:00,2025-03-08 20:25:00,69,2,69.0,True,False,False,False,False,False,True,False,False
1000000645,FL,2025-03-08 09:04:00,2025-03-08 09:10:00,6,5,6.0,False,False,False,False,True,False,False,False,False
1000000646,TX,2025-03-08 11:59:00,2025-03-08 13:26:00,87,5,87.0,False,False,False,False,True,False,False,False,True
1000000647,NY,2025-03-08 13:02:00,2025-03-08 13:36:00,34,2,34.0,True,False,False,False,False,False,False,False,True
1000000648,OH,2025-03-08 11:42:00,2025-03-08 12:18:00,36,10,36.0,True,False,False,False,False,False,False,False,False
1000000649,OH,2025-03-08 13:09:00,2025-03-08 13:56:00,47,0,47.0,False,False,True,False,False,False,False,True,False
1000000650,CA,2025-03-08 19:51:00,2025-03-08 20:18:00,27,6,27.0,False,False,True,False,False,False,False,False,True
1000000651,PA,2025-03-08 19:39:00,2025-03-08 21:24:00,105,7,105.0,False,False,True,False,False,False,False,False,False
1000000652,NC,2025-03-08 07:23:00,2025-03-08 08:54:00,91,4,91.0,True,False,False,False,False,False,False,True,False
1000000653,GA,2025-03-08 20:55:00,2025-03-08 22:40:00,105,10,105.0,True,False,False,False,False,False,False,False,False
1000000654,FL,2025-03-08 06:48:00,2025-03-08 08:31:00,103,10,103.0,True,False,False,False,False,False,True,False,False
1000000655,GA,2025-03-08 19:33:00,2025-03-08 20:43:00,70,0,70.0,False,True,False,False,False,False,False,False,False
1000000656,OH,2025-03-08 07:21:00,2025-03-08 07:47:00,26,6,26.0,False,False,False,False,True,False,True,False,False
1000000657,NC,2025-03-08 20:45:00,2025-03-08 22:24:00,99,8,99.0,False,False,False,False,False,False,True,False,False
1000000658,MI,2025-03-08 07:43:00,2025-03-08 09:28:00,105,10,105.0,False,False,False,False,False,True,False,False,False
1000000659,CA,2025-03-08 20:04:00,2025-03-08 21:10:00,66,5,66.0,False,False,False,False,True,False,False,False,True
1000000660,CA,2025-03-08 19:44:00,2025-03-08 20:47:00,63,8,63.0,False,False,False,False,False,True,False,False,True
1000000661,NC,2025-03-08 20:36:00,2025-03-08 21:36:00,60,4,60.0,False,True,False,False,False,False,False,True,False
1000000662,TX,2025-03-08 08:37:00,2025-03-08 10:07:00,90,9,90.0,False,False,False,False,False,False,False,False,False
1000000663,MI,2025-03-08 20:23:00,2025-03-08 21:25:00,62,10,62.0,False,False,True,False,False,False,False,False,False
1000000664,CA,2025-03-08 18:44:00,2025-03-08 19:07:00,23,7,23.0,True,False,False,False,False,False,False,False,True
1000000665,FL,2025-03-08 19:49:00,2025-03-08 21:09:00,80,1,80.0,False,False,False,False,True,False,False,True,False
1000000666,MI,2025-03-08 13:50:00,2025-03-08 14:53:00,63,1,63.0,True,False,False,False,False,False,False,True,False
1000000667,PA,2025-03-08 13:18:00,2025-03-08 14:23:00,65,1,65.0,False,False,False,False,False,True,True,False,False
1000000668,NC,2025-03-08 08:56:00,2025-03-08 10:42:00,106,7,106.0,False,False,False,False,False,False,False,True,False
1000000669,IL,2025-03-08 12:41:00,2025-03-08 13:57:00,76,10,76.0,False,False,False,False,True,False,False,False,True
1000000670,MI,2025-03-08 09:28:00,2025-03-08 10:49:00,81,6,81.0,False,False,False,False,False,False,True,False,False
1000000671,NY,2025-03-08 09:27:00,2025-03-08 10:16:00,49,8,49.0,False,False,False,True,False,False,False,False,False
1000000672,PA,2025-03-08 16:46:00,2025-03-08 17:17:00,31,2,31.0,False,False,False,False,True,False,False,False,True
1000000673,PA,2025-03-08 13:31:00,2025-03-08 13:50:00,19,8,19.0,True,False,False,False,False,False,False,False,False
1000000674,NC,2025-03-08 19:34:00,2025-03-08 19:45:00,11,5,11.0,False,False,False,False,False,False,False,False,False
1000000675,GA,2025-03-08 09:22:00,2025-03-08 09:37:00,15,2,15.0,False,False,False,False,False,True,False,False,True
1000000676,IL,2025-03-08 16:31:00,2025-03-08 17:38:00,67,10,67.0,False,False,False,False,False,False,True,False,False
1000000677,IL,2025-03-08 20:36:00,2025-03-08 22:05:00,89,9,89.0,True,False,False,False,False,False,False,True,False
1000000678,TX,2025-03-08 19:27:00,2025-03-08 20:53:00,86,10,86.0,False,False,False,False,True,False,False,False,False
1000000679,NY,2025-03-08 16:01:00,2025-03-08 17:08:00,67,4,67.0,False,False,True,False,False,False,False,False,True
1000000680,MI,2025-03-08 14:52:00,2025-03-08 16:19:00,87,0,87.0,True,False,False,False,False,False,False,False,True
1000000681,GA,2025-03-08 10:22:00,2025-03-08 11:17:00,55,6,55.0,False,True,False,False,False,False,False,False,True
1000000682,NY,2025-03-08 07:41:00,2025-03-08 08:07:00,26,6,26.0,False,False,False,False,False,True,False,False,True
1000000683,TX,2025-03-08 17:32:00,2025-03-08 19:08:00,96,1,96.0,False,False,False,False,False,False,True,False,False
1000000684,OH,2025-03-08 06:04:00,2025-03-08 07:06:00,62,2,62.0,False,False,False,False,True,False,False,False,False
1000000685,FL,2025-03-08 17:33:00,2025-03-08 18:08:00,35,4,35.0,False,False,True,False,False,False,True,False,False
1000000686,NY,2025-03-08 18:35:00,2025-03-08 20:29:00,114,3,114.0,False,False,False,False,False,True,False,True,False
1000000687,OH,2025-03-08 08:34:00,2025-03-08 09:35:00,61,0,61.0,False,False,False,False,True,False,False,False,False
1000000688,PA,2025-03-08 17:49:00,2025-03-08 18:42:00,53,7,53.0,False,True,False,False,False,False,False,False,True
1000000689,NY,2025-03-08 08:47:00,2025-03-08 09:12:00,25,6,25.0,False,False,False,False,False,False,False,False,True
1000000690,OH,2025-03-08 18:28:00,2025-03-08 19:22:00,54,7,54.0,False,False,False,False,True,False,False,False,False
